Vendor_ID,Vendor_Name,Vendor_Category,Years_In_Business,Total_Orders,Delivered_Orders,Returned_Orders,Delayed_Orders,Disputed_Orders,Avg_Delivery_Days,Rating,Product_Quality_Score,Response_Time_Hours,Refund_Rate,Contract_Value,Risk_Level
V4756,Vendor_536_Co,IT Hardware,17,1419,557,114,281,106,30,,1.0,33.0,0.1087,161465.0,high
V9592,Vendor_522_LLC,Electronics,25,1728,1126,318,231,243,11,4.38,1.0,17.0,0.1116,449861.0,Low
V8128,Vendor_286_Inc,Automotive,28,945,720,201,25,17,17,4.03,,55.0,0.211,313559.0,
V9807,Vendor_913_Inc,Machinery,18,869,192,111,4,10,2,4.75,7.0,32.0,0.2162,316943.0,1
V7241,Vendor_584_Ltd,Food & Beverage,6,3654,397,386,20,69,25,2.06,6.0,57.0,0.1755,96333.0,low
V4362,Vendor_808_Corp,Food & Beverage,9,3364,2321,1252,2127,1453,17,3.38,9.0,10.0,0.2411,135398.0,
V5807,Vendor_306_Corp,Machinery,29,1503,276,32,234,18,2,2.95,5.0,66.0,0.1195,428507.0,High Risk
V4417,Vendor_489_Corp,Food & Beverage,15,1018,854,384,26,454,13,99.0,7.0,16.0,0.0279,92801.0,High Risk
V6579,Vendor_711_Corp,Packaging,29,3221,1473,25,287,1060,14,4.09,6.0,71.0,0.035,340107.0,Low Risk
V4828,Vendor_141_Corp,Electronics,12,742,85,32,3,36,4,4.3,10.0,30.0,0.1883,464176.0,0
V4791,Vendor_169_LLC,Electronics,7,407,391,3,211,70,17,3.37,1.0,62.0,0.1978,9247.0,0
V3472,Vendor_865_Corp,IT Hardware,14,608,217,195,76,124,16,4.72,9.0,55.0,0.1162,181803.0,1
V5122,Vendor_421_Inc,Office Supplies,28,2985,2438,259,2327,2100,6,3.8,10.0,57.0,0.1448,18449.0,0
V4109,Vendor_695_Inc,Automotive,23,1314,345,165,8,57,21,3.68,9.0,69.0,0.0534,325256.0,NO
V3997,Vendor_586_Co,IT Hardware,29,4454,3370,2065,1579,1476,10,4.78,2.0,23.0,0.1818,217135.0,High
V8373,Vendor_373_LLC,Raw Materials,20,2745,2711,1981,1387,311,27,2.56,7.0,17.0,0.0236,309108.0,low
V4865,Vendor_182_LLC,Office Supplies,9,172,125,87,72,53,22,2.18,5.0,50.0,0.2449,327273.0,high
V1831,Vendor_915_LLC,IT Hardware,17,416,369,338,25,213,28,4.96,1.0,57.0,0.1734,406689.0,Low
V1106,TBD,Raw Materials,19,4165,2153,254,1507,1900,7,4.43,9.0,60.0,0.0657,123234.0,NO
V7519,Vendor_377_Inc,Electronics,17,4116,3244,1190,2659,411,13,2.43,10.0,42.0,0.057,466403.0,0
V2704,Vendor_259_LLC,Packaging,4,2913,2066,388,1225,1870,11,3.43,4.0,66.0,0.0124,,1
V4293,Vendor_802_Inc,Electronics,26,2845,1234,86,748,476,4,3.25,8.0,70.0,0.2203,349288.0,0
V8201,Vendor_325_Corp,Electronics,14,1675,1105,570,234,356,24,2.58,2.0,43.0,0.0374,408633.0,0
V3918,Vendor_807_Inc,Chemicals,26,1539,326,92,135,299,28,2.79,7.0,56.0,0.2779,475591.0,1
V5607,Vendor_274_LLC,Machinery,9,1004,814,596,367,258,9,2.12,6.0,72.0,0.1958,191088.0,
V4449,Vendor_135_LLC,Textiles,28,2284,1019,227,117,790,19,2.33,10.0,16.0,0.1045,327340.0,Low
V5032,Vendor_782_Inc,Machinery,9,2340,16,15,2,14,13,3.15,1.0,44.0,0.25,136889.0,low
V3627,Vendor_634_Co,Raw Materials ,16,717,64,20,18,43,30,4.27,6.0,4.0,0.1021,205093.0,
V1039,Vendor_582_Ltd,Automotive,8,555,217,187,148,202,18,2.92,3.0,25.0,0.1217,343678.0,1
V4469,Vendor_522_Co,Office Supplies,6,4410,697,312,215,352,6,2.66,5.0,25.0,0.0344,352785.0,
V1131,Vendor_738_Co,IT Hardware,4,728,662,648,439,272,1,4.58,10.0,6.0,0.1777,87459.0,0
V3741,Vendor_215_Inc,Chemicals,3,4845,3828,1550,2652,1603,12,4.55,2.0,72.0,0.0179,2367.0,
V4993,Vendor_577_Corp,Automotive,12,4973,741,584,514,435,22,,7.0,TBD,0.126,79593.0,0
V2650,Vendor_274_LLC,Automotive,13,828,302,224,216,75,13,4.89,6.0,10.0,0.1297,217032.0,high
V2256,Vendor_705_Ltd,IT Hardware,7,2938,2440,2072,957,880,14,3.5,5.0,21.0,0.0353,36484.0,1
V9398,Vendor_501_Ltd,Packaging,27,3309,2261,1893,1462,652,23,2.38,4.0,35.0,0.1897,372598.0,0
V8076,Vendor_749_Ltd,Machinery,11,2113,1987,1170,93,1426,17,2.19,5.0,15.0,0.1294,55828.0,High Risk
V6303,Vendor_731_LLC,Chemicals,12,242,40,24,22,21,18,4.78,3.0,31.0,0.2163,130946.0,1
V1019,Vendor_718_Ltd,Textiles,15,599,252,43,190,235,29,3.94,2.0,55.0,0.0511,357111.0,high
V3928,Vendor_442_Inc,Textiles,30,4461,3991,1513,1638,1592,3,3.54,3.0,14.0,0.097,418484.0,YES
V5317,Vendor_250_Ltd,Electronics,26,2172,144,9,47,87,19,3.54,2.0,66.0,0.2562,495955.0,High Risk
V5604,Vendor_528_LLC,Chemicals,12,2398,178,111,133,33,10,,6.0,11.0,0.0898,268981.0,0
V3390,Vendor_431_LLC,Automotive,30,4572,3264,1951,2685,2853,7,2.33,9.0,57.0,0.2504,400054.0,NO
V4960,Vendor_335_Inc,Electronics,11,1573,1463,939,322,112,30,2.22,1.0,17.0,0.0746,70242.0,Low
V1235,Vendor_360_LLC,Textiles,2,716,187,43,20,153,30,2.95,10.0,8.0,0.0803,125562.0,high
V9794,Vendor_789_Corp,Raw Materials,11,4934,2599,2201,828,1389,12,2.53,1.0,55.0,0.2304,299234.0,1
V3025,Vendor_171_Ltd,Automotive,5,1565,1208,887,1030,55,3,3.62,8.0,33.0,0.0109,204917.0,
V7556,Vendor_884_Ltd,Electronics,13,2219,1297,131,808,999,7,3.22,4.0,18.0,0.2546,411949.0,
V5937,Vendor_526_Co,Chemicals,14,2880,1415,1279,310,827,18,2.74,10.0,64.0,0.2211,104922.0,1
V9901,Vendor_573_Inc,Raw Materials,18,2842,2819,2733,1685,401,12,4.32,10.0,46.0,0.0883,162324.0,high
V3829,Vendor_770_Ltd,Chemicals,10,2525,2160,1397,1272,2012,21,3.55,4.0,72.0,0.2684,120493.0,0
V3297,Vendor_582_Inc,Office Supplies,6,3789,279,42,124,224,27,2.05,2.0,23.0,0.0882,281312.0,NO
V3476,Vendor_159_Corp,IT Hardware,2,1506,1243,252,815,657,9,4.52,10.0,8.0,0.1366,467208.0,YES
V2329,Vendor_348_LLC,IT Hardware,16,3285,1717,1160,678,612,30,3.99,6.0,8.0,,428326.0,high
V5801,Vendor_438_LLC,Machinery,18,1261,1071,628,18,871,10,4.97,3.0,39.0,0.1348,319448.0,
V1686,Vendor_758_Inc,Machinery,7,1788,656,353,525,573,6,2.96,8.0,45.0,0.1828,252608.0,YES
V1592,Vendor_827_LLC,Raw Materials,14,3613,3200,2556,3070,1455,2,4.14,9.0,68.0,0.2816,225991.0,NO
V5304,Vendor_538_LLC,Office Supplies,5,1971,1761,657,719,1519,22,3.61,5.0,59.0,0.2289,213096.0,high
V8545,Vendor_590_LLC,Packaging,10,333,37,12,37,35,30,2.05,4.0,16.0,0.2241,396486.0,low
V3340,Vendor_170_Co,IT Hardware,1,3145,3084,545,2627,2773,20,3.95,8.0,45.0,0.2167,330294.0,NO
V2325,Vendor_313_LLC,Automotive,14,1831,410,245,71,188,25,2.64,10.0,58.0,0.1044,,High Risk
V9284,Vendor_777_Co,Food & Beverage,20,3158,1162,1155,612,906,5,3.16,10.0,10.0,N/A,342839.0,
V2857,Vendor_435_Co,Raw Materials,12,1305,1301,1032,839,1129,14,3.4,1.0,63.0,0.2073,309080.0,High
V7951,Vendor_137_Inc,Office Supplies,13,1816,183,86,126,24,27,2.25,5.0,58.0,0.0263,,Low
V1743,Vendor_857_LLC,Textiles,3,1343,337,229,327,27,14,3.31,6.0,28.0,0.2286,116743.0,0
V2274,Vendor_979_Corp,Automotive,25,1733,754,340,520,523,23,,3.0,58.0,0.1316,173876.0,High
V3535,Vendor_983_Co,Electronics,11,4614,2176,1981,555,1552,5,,9.0,59.0,0.1147,345812.0,High Risk
V3235,Vendor_280_Inc,IT Hardware,8,569,274,255,76,72,21,2.04,6.0,71.0,0.2279,282020.0,1
V3937,Vendor_995_Ltd,Food & Beverage,26,2668,219,188,62,2,5,4.05,,59.0,,427781.0,1
V7139,Vendor_697_Co,Chemicals,16,4706,2605,2217,1678,2052,26,4.68,4.0,5.0,0.0015,396263.0,YES
V1965,Vendor_889_Inc,Raw Materials,9,1113,1005,871,967,873,27,2.3,8.0,10.0,0.1283,383922.0,NO
V6844,Vendor_411_Inc,Chemicals,1,1981,1124,1031,123,374,18,3.25,10.0,12.0,0.2696,254481.0,
V2340,Vendor_728_LLC,Electronics,20,3213,18,17,18,17,29,2.57,,55.0,0.0624,197291.0,Low
V2588,Vendor_421_Ltd,Machinery,18,1731,735,33,55,128,7,3.21,7.0,36.0,0.192,99945.0,high
V3475,Vendor_242_Corp,Office Supplies,28,1941,573,108,363,518,3,4.26,6.0,10.0,0.0311,290220.0,High Risk
V5414,Vendor_527_Inc,Raw Materials,5,1145,533,53,354,322,2,3.2,1.0,56.0,0.0326,,
V3013,Vendor_354_LLC,Packaging,7,1952,467,360,167,289,3,4.72,4.0,46.0,0.1295,374213.0,
V5916,Vendor_655_LLC,Food & Beverage,5,1897,495,461,70,396,4,2.1,9.0,51.0,0.1622,26663.0,High Risk
V6062,Vendor_373_Corp,Electronics,17,4260,1941,1640,70,185,18,2.61,5.0,33.0,0.0454,131104.0,low
V1950,Vendor_722_Inc,Automotive,7,2008,108,63,7,83,26,2.06,3.0,70.0,0.277,206807.0,1
V5499,Vendor_184_Inc,Electronics,23,1495,174,44,161,119,11,3.11,7.0,17.0,0.224,246545.0,low
V4477,Vendor_118_Co,IT Hardware,1,3551,808,88,376,309,7,3.93,5.0,16.0,0.074,187532.0,high
V8173,Vendor_530_Co,Electronics,4,3884,2331,2192,1033,604,15,3.4,7.0,7.0,0.2071,173847.0,1
V3834,Vendor_116_Inc,Food & Beverage,10,3038,1830,181,1585,1631,20,2.39,2.0,29.0,0.192,223725.0,0
V9732,Vendor_318_LLC,Food & Beverage,22,1551,335,118,104,129,12,3.12,8.0,29.0,0.1478,179402.0,1
V5406,Vendor_192_Co,Machinery,9,2374,849,350,716,515,7,3.4,1.0,15.0,0.1551,331885.0,0
V9384,Vendor_844_Corp,Electronics,11,2116,1428,782,1130,1004,10,4.89,5.0,57.0,0.1503,162056.0,YES
V5152,Vendor_258_Ltd,Chemicals,27,3553,2991,1759,1992,94,26,3.43,1.0,48.0,0.1268,4812.0,high
V7706,Vendor_211_Inc,IT Hardware,19,1124,647,434,122,126,23,3.83,5.0,19.0,0.1239,368932.0,1
V4907,Vendor_664_Corp,Packaging,14,3303,2310,815,854,212,19,2.98,1.0,62.0,0.004,387928.0,YES
V2516,Vendor_849_Inc,Packaging,12,4629,1308,376,261,667,16,,6.0,26.0,0.1359,69399.0,1
V6352,Vendor_839_Co,Raw Materials,4,3569,794,167,245,299,16,2.1,2.0,28.0,0.2266,82898.0,High Risk
V8575,Vendor_469_Inc,Textiles,30,2228,1114,642,773,956,29,4.29,3.0,32.0,0.0875,24802.0,1
V8629,Vendor_196_Co,Raw Materials,30,265,35,11,18,22,12,3.68,7.0,12.0,0.1793,319549.0,Low Risk
V7451,Vendor_669_Co,Automotive,16,530,189,103,179,5,3,3.56,10.0,69.0,,415223.0,YES
V2055,Vendor_963_Co,IT Hardware,6,2963,1124,699,753,569,11,3.62,9.0,31.0,0.0257,402511.0,0
V7066,Vendor_449_Ltd,IT Hardware,21,225,187,130,68,139,29,2.58,10.0,29.0,0.25,272436.0,1
V7086,Vendor_922_Co,Raw Materials,2,1504,1205,47,937,91,22,2.08,5.0,10.0,0.2194,461242.0,Low
V6144,Vendor_572_Co,Chemicals,6,4292,3584,711,898,2554,26,4.79,1.0,12.0,0.1221,62284.0,0 
V2048,Vendor_535_Co,IT Hardware,24,2094,1347,587,901,1067,13,4.05,6.0,19.0,0.0118,207493.0,0
V4990,Vendor_734_Corp,Electronics,5,2540,968,755,438,775,12,3.5,4.0,20.0,0.1127,337613.0,0
V8185,Vendor_694_LLC,Machinery,30,3829,916,880,391,200,1,4.21,4.0,58.0,0.1307,286525.0,Low
V6510,Vendor_779_Inc,Raw Materials,3,259,141,10,71,99,6,3.66,4.0,65.0,0.0238,65366.0,0
V4457,Vendor_370_Corp,Office Supplies,8,2511,2329,246,406,851,6,3.66,3.0,1.0,0.1226,362429.0,Low Risk
V2203,Vendor_238_Ltd,Food & Beverage,23,77,12,2,7,7,4,4.74,7.0,65.0,0.2987,103045.0,Low Risk
V2795,Vendor_331_Corp,Machinery,1,3890,2462,1161,1654,1682,24,2.71,6.0,50.0,0.0437,331154.0,0
V7063,Vendor_510_Inc,Food & Beverage,24,641,204,178,185,65,19,3.8,5.0,51.0,0.0074,357226.0,Low
V5524,Vendor_,Chemicals,13,3782,3137,1877,902,1175,12,2.82,3.0,39.0,0.135,329738.0,0
V5126,Vendor_935_Co,Raw Materials,11,339,217,109,158,113,13,3.1,1.0,27.0,0.1314,479055.0,High
V7587,Vendor_243_Ltd,Raw Materials,7,4359,4064,842,1552,3102,23,3.05,10.0,52.0,0.1705,110568.0,Low
V9056,NA,Packaging,17,1537,1232,472,624,1231,11,4.71,1.0,9.0,0.2518,399914.0,1
V5478,Vendor_899_Inc,Automotive,16,3122,1729,1103,1034,1538,19,2.86,4.0,12.0,0.1356,104653.0,0
V1404,Vendor_434_Co,Packaging,11,3417,292,218,144,73,14,4.69,6.0,61.0,0.2827,155173.0,Low Risk
V1844,Vendor_125_Inc,Chemicals,20,3041,2361,738,2320,989,5,2.47,10.0,35.0,0.1238,456350.0,High Risk
V4694,Vendor_422_Corp,Machinery,12,4435,4064,827,507,3978,16,2.77,4.0,44.0,0.265,15056.0,YES
V6676,Vendor_923_Co,Automotive,16,994,253,212,209,179,29,2.08,5.0,27.0,0.0425,451926.0,0
V7712,Vendor_262_Co,Automotive,21,3411,485,272,466,316,16,4.1,5.0,32.0,,349058.0,0
V4432,Vendor_169_Co,Machinery,9,4368,75,69,25,64,14,2.97,1.0,23.0,0.2278,168792.0,High Risk
V7850,Vendor_648_Co,Raw Materials,21,3420,170,126,70,18,3,2.69,5.0,53.0,0.169,144770.0,1
V3761,Vendor_522_Ltd,Automotive,2,2024,1052,356,364,470,18,10.0,4.0,11.0,0.1072,336847.0,low
V7016,Vendor_107_Co,Chemicals,6,4690,111,43,93,78,17,3.92,7.0,70.0,0.0694,80903.0,Low
V3353,Vendor_548_Co,Packaging,16,2728,1660,1424,1440,990,7,2.07,4.0,38.0,0.1673,252694.0,NO
V2230,Vendor_304_Corp,Food & Beverage,2,4222,2922,1090,1035,614,12,4.68,9.0,46.0,0.0662,227959.0,
V5455,Vendor_339_Corp,Machinery,5,3229,2870,1336,1302,1854,25,4.31,2.0,,0.0317,236702.0,low
V8788,Vendor_377_LLC,Food & Beverage,9,4610,1824,1669,1300,160,10,3.59,10.0,71.0,0.162,200901.0,NO
V1819,Vendor_434_Ltd,Chemicals,6,2254,1781,883,1018,840,1,4.46,5.0,41.0,0.1271,191939.0,low
V5177,Vendor_259_Ltd,Automotive,19,4485,531,336,100,228,29,2.28,2.0,21.0,0.1302,442369.0,High Risk
V7409,Vendor_227_Corp,Raw Materials,11,1930,1525,527,41,297,24,3.56,6.0,20.0,0.1143,474351.0,0
V9101,Vendor_932_Corp,IT Hardware,25,4976,398,46,2,67,2,4.04,10.0,41.0,0.2568,389605.0,YES
V1064,Vendor_557_Inc,Electronics,12,2534,2255,1269,2012,578,4,4.4,,60.0,0.0042,99975.0,YES
V1672,Vendor_455_Co,Textiles,22,4928,991,815,579,801,12,2.21,,2.0,0.2549,432138.0,low
V3351,Vendor_441_Ltd,Food & Beverage,21,4648,553,316,235,268,12,Excellent,4.0,67.0,0.2632,336673.0,NO
V8653,Vendor_496_Corp,Raw Materials,4,4736,1098,800,622,525,1,2.91,7.0,33.0,0.2447,416132.0,0
V7500,Vendor_776_Co,Packaging,2,2862,1948,1567,301,1654,1,3.4,9.0,39.0,0.253,267402.0,YES
V4841,Vendor_561_Corp,Chemicals,7,4696,4696,2846,853,2370,29,4.04,3.0,38.0,0.1821,447464.0,
V5157,Vendor_180_Corp,Raw Materials,10,2918,2194,1611,1700,505,25,3.41,4.0,20.0,0.2127,281609.0,NO
V4412,Vendor_704_Co,Automotive,29,3153,1109,71,415,624,3,3.52,4.0,71.0,0.141,342783.0,
V2950,Vendor_439_Corp,Raw Materials,18,3467,3219,343,2954,1622,14,2.06,1.0,31.0,0.0981,18933.0,NO
V5980,Vendor_393_Corp,Food & Beverage,22,831,203,8,84,32,29,3.22,7.0,72.0,0.1718,411515.0,high
V8190,Vendor_440_Inc,Electronics,23,776,121,98,61,55,365,4.37,5.0,25.0,0.2477,178728.0,YES
V3256,Vendor_443_Co,Packaging,4,49,15,0,2,13,12,2.12,3.0,1.0,0.09,181091.0,0
V1964,Vendor_659_Corp,Textiles,10,3171,294,129,83,6,15,3.54,7.0,3.0,0.2726,189510.0,Low
V6686,Vendor_490_LLC,Office Supplies,22,3144,1469,1434,316,59,10,4.28,2.0,69.0,0.0178,335114.0,
V5488,Vendor_239_Co,Automotive,15,47,2,2,2,1,7,4.8,5.0,52.0,,271713.0,
V5637,Vendor_698_Ltd,Machinery,17,1009,118,42,43,68,28,2.91,1.0,67.0,0.0333,435216.0,0
V9592,Vendor_418_Ltd,IT Hardware,15,2157,24,17,19,17,12,3.97,2.0,16.0,0.1088,451106.0,High
V9142,Vendor_750_Co,Office Supplies,4,653,140,93,116,58,2,2.99,8.0,30.0,0.0633,270239.0,0
V1379,Vendor_290_Co,Office Supplies,13,2869,790,524,652,429,5,3.05,3.0,6.0,0.2771,36557.0,
V1223,Vendor_885_LLC,Electronics,22,183,32,9,22,32,27,3.03,10.0,2.0,0.1303,152763.0,High
V3996,Vendor_766_LLC,Chemicals,28,112,56,17,3,53,23,4.4,6.0,19.0,0.1234,63332.0,1
V5991,Vendor_913_Inc,Automotive,4,4051,3366,2801,1814,1436,21,4.23,1.0,57.0,0.0261,258496.0,0
V9567,Vendor_353_LLC,Chemicals,26,4390,650,57,457,580,24,2.55,4.0,30.0,0.2069,240109.0,0
V3525,Vendor_786_Inc,Textiles,25,716,232,51,27,169,23,3.66,10.0,50.0,0.0721,412821.0,High
V1195,Vendor_469_LLC,Raw Materials,20,2778,854,656,23,289,17,2.84,2.0,8.0,0.1994,15401.0,low
V9017,Vendor_640_Corp,Food & Beverage,26,1084,435,54,68,36,999,2.05,3.0,32.0,0.2606,259961.0,Low
V8162,Vendor_299_Corp,Office Supplies,25,4489,2647,2278,2008,105,5,3.64,3.0,29.0,0.2392,188073.0,0
V1783,Vendor_261_LLC,Food & Beverage,30,2475,1287,1209,768,174,20,2.74,7.0,61.0,0.2881,159522.0,High Risk
V3154,Vendor_492_LLC,Packaging,8,308,267,79,147,96,22,3.62,5.0,2.0,0.0705,338224.0,low
V3909,Vendor_294_LLC,Automotive,19,3027,1286,800,11,697,24,2.41,2.0,54.0,0.2712,307397.0,1
V7127,Vendor_885_Co,Automotive,3,1048,770,708,391,435,21,3.59,8.0,1.0,,141416.0,low
V6881,Vendor_967_Inc,IT Hardware,9,2767,418,47,194,49,26,2.13,8.0,69.0,0.0374,484548.0,high
V8628,Vendor_996_Ltd,IT Hardware,25,3987,2097,911,1086,806,18,2.45,,6.0,0.2269,51682.0,1
V8672,Vendor_263_Corp,Chemicals,1,3881,239,182,206,54,17,4.51,10.0,46.0,0.1978,492210.0,High
V1992,Vendor_734_Ltd,Textiles,10,1301,757,252,654,523,4,2.8,6.0,29.0,0.0748,446118.0,Low Risk
V3105,Vendor_897_Corp,Food & Beverage,1,1483,836,667,197,150,13,3.4,3.0,7.0,0.2004,10814.0,low
V2184,Vendor_960_Corp,Office Supplies,20,3441,495,426,421,443,10,3.94,10.0,1.0,0.0889,23054.0,1
V7471,Vendor_923_Inc,Raw Materials,5,2965,2828,2759,2827,2765,5,2.04,2.0,3.0,0.2088,99682.0,0
V3847,Vendor_458_Corp,IT Hardware,4,1602,454,200,47,332,16,2.96,7.0,34.0,0.2032,336661.0,1
V9450,Vendor_330_Inc,Office Supplies,1,2364,153,110,151,140,1,4.05,8.0,70.0,0.252,272210.0,low
V4463,Vendor_144_Inc,Textiles,17,4926,2046,594,374,504,24,2.42,2.0,8.0,0.2683,96555.0,1
V3915,Vendor_956_Ltd,Raw Materials,24,677,414,186,258,395,24,4.35,6.0,52.0,0.1173,412241.0,High Risk
V2303,Vendor_183_Ltd,Electronics,6,4098,4016,2752,3480,1078,17,3.12,10.0,46.0,0.0577,440608.0,High Risk
V8975,Vendor_357_Inc,Chemicals,16,197,57,8,30,24,12,4.17,8.0,14.0,0.2549,36960.0,YES
V1515,Vendor_220_Inc,Packaging,16,93,22,21,18,20,20,3.8,1.0,21.0,0.1565,134431.0,1
V8641,Vendor_836_Inc,Office Supplies,24,4130,2441,1613,1869,1167,20,2.29,9.0,32.0,0.222,339858.0,high
V5325,Vendor_463_Corp,IT Hardware,27,1946,911,280,251,834,13,3.52,10.0,28.0,0.151,208131.0,0
V1069,Vendor_701_Inc,Machinery,2,1625,619,347,551,292,17,3.71,5.0,32.0,0.1919,229357.0,high
V8646,Vendor_573_Inc,Chemicals,1,4243,3233,2592,805,532,28,Unknown,6.0,6.0,0.2976,286447.0,YES
V5828,Vendor_234_Inc,Office Supplies,9,3705,3310,867,1477,1061,23,4.1,8.0,63.0,0.1447,150565.0,
V6161,Vendor_723_Corp,Electronics,24,3746,2081,1501,500,633,16,4.79,1.0,64.0,0.0481,487471.0,High
V4153,Vendor_162_Ltd,Machinery,13,488,45,40,38,44,1,2.57,5.0,68.0,0.038,414933.0,0
V4268,Vendor_759_Ltd,Food & Beverage,3,15,7,6,0,7,11,4.77,7.0,10.0,0.0727,278056.0,0
V5567,Vendor_247_LLC,Chemicals,16,4040,792,94,545,563,18,3.8,1.0,50.0,0.1688,354816.0,0
V3258,Vendor_216_Inc,Food & Beverage,19,1967,1258,200,1130,699,26,2.94,10.0,26.0,0.1641,309591.0,1
V1980,Vendor_643_Inc,Electronics,16,4952,1586,1483,948,1105,-5,4.81,1.0,68.0,0.1898,372039.0,High
V8862,Vendor_887_Ltd,Office ,10,3000,2224,1512,643,1028,5,3.63,9.0,3.0,0.0492,332001.0,High Risk
V7531,Vendor_382_Corp,Food & Beverage,6,3389,2268,941,411,1840,14,3.55,9.0,2.0,0.1551,426898.0,NO
V6990,Vendor_465_Inc,Automotive,28,795,29,15,22,2,16,2.16,10.0,,,99999999.0,SAFE
V9901,Vendor_843_Inc,Raw Materials,15,3876,887,663,103,378,4,4.54,8.0,49.0,0.2879,169150.0,1
V6222,Vendor_966_LLC,Packaging,12,1269,148,92,56,95,6,3.8,7.0,25.0,0.1281,122815.0,YES
V7076,Vendor_323_Ltd,Textiles,17,1416,802,615,763,625,18,4.62,3.0,38.0,0.0163,388987.0,YES
V9023,Vendor_986_LLC,Machinery,12,4109,3650,1509,2973,1914,4,4.09,6.0,50.0,0.2529,413074.0,High
V1104,Vendor_715_Co,Electronics,3,973,207,186,90,105,22,2.78,9.0,2.0,0.1207,38606.0,0
V5556,Vendor_566_Corp,Machinery,7,1228,1094,683,1081,989,12,2.06,3.0,64.0,0.2423,317120.0,YES
V3311,Vendor_541_Co,Textiles,13,232,67,17,48,57,18,2.41,5.0,36.0,0.2965,493910.0,
V2445,Vendor_290_LLC,Packaging,16,4720,2055,1655,1512,135,17,2.44,3.0,26.0,0.192,143503.0,Low Risk
V4809,Vendor_509_LLC,Office Supplies,11,4728,2051,731,1621,1889,29,4.41,2.0,46.0,0.0715,23992.0,NO
V3834,Vendor_169_Ltd,Electronics,9,20,12,11,8,7,27,4.17,7.0,68.0,0.2983,337602.0,
V8356,Vendor_582_Corp,Machinery,4,575,299,296,183,292,23,4.41,1.0,47.0,0.1286,345953.0,NO
V5879,Vendor_134_Ltd,Food & Beverage,24,4179,1313,20,1009,565,13,4.71,2.0,57.0,0.2605,196512.0,1
V1473,Vendor_593_Inc,IT Hardware,29,3219,546,47,180,158,11,4.13,7.0,24.0,0.2223,147096.0,1
V6903,TBD,Packaging,30,2743,2268,166,128,203,29,4.1,4.0,70.0,0.0348,246953.0,Low
V7942,Vendor_100_Co,Raw Materials,27,2168,1642,1421,210,247,1,3.45,6.0,21.0,0.1064,336194.0,High Risk
V2550,Vendor_799_LLC,Automotive,1,1846,1662,1180,396,1056,6,4.57,1.0,59.0,0.2418,144157.0,
V7178,Vendor_189_Inc,Automotive,25,4940,1140,189,114,204,30,2.26,2.0,61.0,0.1198,297149.0,low risk
V4813,Vendor_205_LLC,Electronics,18,1340,773,213,251,577,20,3.43,4.0,58.0,0.2411,388686.0,High Risk
V7308,Vendor_120_Inc,Machinery,12,345,232,166,215,214,14,4.26,7.0,5.0,0.1012,20139.0,1
V1703,Vendor_176_Inc,Food & Beverage,7,1835,1653,1306,927,1307,6,3.24,3.0,49.0,0.2933,370995.0,0
V5462,Vendor_550_Corp,Office Supplies,3,2747,572,259,410,188,22,3.44,8.0,8.0,0.0385,467588.0,1
V2554,Vendor_769_Inc,Food & Beverage,20,1754,484,206,38,415,23,3.76,6.0,44.0,0.1007,354325.0,Low Risk
V7412,Vendor_323_Ltd,Textiles,15,2860,1290,706,4,1136,20,3.16,5.0,9.0,0.0243,109540.0,Low Risk
V3488,Vendor_152_Corp,Food & Beverage,6,1239,1106,877,1008,189,2,2.4,6.0,46.0,0.1998,46885.0,0
V4212,Vendor_931_Co,Chemicals,27,98,36,22,2,34,16,2.54,1.0,60.0,0.1262,192229.0,1
V8151,Vendor_696_Co,Electronics,8,3416,1176,420,180,530,14,3.12,9.0,33.0,0.0858,133849.0,NO
V2335,Vendor_641_Inc,Packaging,15,322,186,38,32,154,29,4.52,5.0,53.0,0.1086,314837.0,0
V3273,Vendor_992_LLC,Electronics,21,2297,354,219,107,153,20,3.35,2.0,15.0,0.2811,390892.0,
V3239,Vendor_596_Corp,IT Hardware,7,3773,3486,2588,1225,1298,14,3.43,9.0,48.0,0.1473,155436.0,high
V1474,Vendor_277_LLC,Machinery,27,4161,3304,555,3196,2147,2,2.75,8.0,7.0,0.2754,370431.0,
V6927,Vendor_919_LLC,Automotive,1,3744,2968,2634,441,1730,17,3.0,1.0,36.0,0.0195,440892.0,Low
V7138,Vendor_894_LLC,Textiles,30,1054,265,244,0,219,13,2.32,2.0,15.0,0.2371,114331.0,low
V4901,Vendor_230_Inc,IT Hardware,15,600,70,40,1,63,999,4.42,6.0,7.0,0.2709,189693.0,
V2854,Vendor_686_Corp,Chemicals,25,3756,2316,2028,2251,2092,18,4.47,6.0,70.0,0.2468,22815.0,
V3481,Vendor_596_LLC,Food & Beverage,10,1813,1379,400,543,962,5,2.6,2.0,67.0,0.2571,393925.0,1
V2788,Vendor_713_Corp,Packaging,3,4640,3123,1153,1745,2987,23,,2.0,4.0,0.2483,353000.0,0
V3466,Vendor_398_Ltd,Textiles,2,3329,878,185,271,864,10,3.46,10.0,33.0,0.1532,81630.0,0
V8219,Vendor_989_Ltd,Machinery,4,4603,1958,1045,1863,1668,29,3.59,10.0,,0.1317,439458.0,1
V5782,Vendor_329_Corp,Electronics,3,204,157,5,3,27,14,3.92,10.0,57.0,0.2182,387626.0,high
